うとする,わなかっ,めたさや
['読者を違反に誘ってまで、注目を集めようとする行為が、減ることを願って。'],['え、こんなものだと思わなかった？'],['私はその時、見ていることしか出来なかった。止める方法も思いつかず、行動も出来ず。苦しかった。そのえっせいと活動報告を、この炎上が落ち着きますように、読者が冷静になってくれますように、作者が僅かでも後ろめたさや反省などを見せてくれたら…気付いてくれたら…そう思いながら眺めていました。何度も何度も書き換えられる、ぱっと読んだら納得してしまいそうな耳障りのよい追記を読みながら。']
