ばりばり,かたかた,さくさく,そろそろ,くらくら,せかせか,ぱらぱら,ちびちび,どんどん
['大きな企業でばりばりと働く人間というのは、業界は違えども何となく似通った行動や雰囲気を持つようになるのかもしれません。\n'],['有名人が「１日１０分◯◯すれば人生が変わる！」と書くのが「自己啓発系」、「１０分でわかる◯◯知識」というのが「専門分野入門系」、「◯◯◯（難しげなかたかた）」で著者が外国人なのが「海外知識輸入系」、表紙に女の子が出ているのが「えんため系」です。\n'],['これが原稿用紙を見ながらだと「えー！！あんなに書いたのを削るの！！」とか「あれを前にしたらこれと辻褄を合わせるのが大変だよな・・・」などと防衛本能が働いてしまいますが、かーどであればさくさくと議論が勧められますよね。（もちろん、後で書き直しに苦しむ現実は変わりませんが）\n'],['１日１更新で進めてきましたが、そろそろえっせいも終わりに近づいてきました。\n'],['なるほど、これがきゃらを立てるということか。などと納得したつもりでいたのですが、聞いている内に何だか頭がくらくらしてきたのです。\n'],['会議室に通されると、編集の方は資料を抱えてせかせかと早足で入ってこられました。\n'],['ぱらぱらと捲ってみれば、中の挿絵もきゃらくたー中心でいめーじを補完できるようになっています。\n'],['実際、流通に千や万単位でろっとを投げるのと比較すれば、量の上でも、金額の上でも、ちびちびと一件ずつ処理しなければならないねっと通販は企業からすると小遣い稼ぎにしか見えなかったのです。\n'],"['どんどん新作が投下されるちゃんすに満ちたらのべという世界は、言い換えればどんどん既存作が撤去されていくりすくに満ちた世界、という意味でもあります。\n', 'どんどん新作が投下されるちゃんすに満ちたらのべという世界は、言い換えればどんどん既存作が撤去されていくりすくに満ちた世界、という意味でもあります。\n']"
