なみにこ,ころでこ,うところ,すること
['ちなみにこの大麦酵母の利用、元は「大麦だけで小麦を超える甘さを発揮したぱんを作れないか」というところから始まったらしい。'],['我々が知らないところでこういった方法による加工食品の生成はすでに始まっているわけであり、見方を変えれば「警笛」とも判断できる。'],['ちなみにこの大麦酵母の利用、元は「大麦だけで小麦を超える甘さを発揮したぱんを作れないか」というところから始まったらしい。'],"['こうなった要因は前述する通り、特定の成分、物質が特定の働きをすることを突き止めた結果、それらを用いることで遺伝的変貌を促して生み出したものも「遺伝子組み換え」と判定されたことによることも大きい。', '作り方は簡単に言うと「大麦酵母を抽出して、特定の糖分と特定の油分を用いて成分分解（発酵ではない）させ、それを用いて生まれた成分を二次加工することであいすくりーむなどにすることが出来る」というもの。', '作り方は簡単に言うと「大麦酵母を抽出して、特定の糖分と特定の油分を用いて成分分解（発酵ではない）させ、それを用いて生まれた成分を二次加工することであいすくりーむなどにすることが出来る」というもの。']"
