コントロ,ハッキリ,ワーポイ
['一瞬、昼間のファミリーレストランで、おっさん２人が桃色冊子の挿絵を真剣な顔をして観察する図、というイメージが頭に浮かびましたが、これは仕事なのだから、と今度は自分をコントロールすることに成功しました。\n'],"['本が売れたからと売上を立てておくと、数カ月後に出荷したはずの本が帰ってきて怖ろしい赤字であることがハッキリしたりする、あの制度のことです。\n', 'まずは本という製品の姿をハッキリさせることで、それに続く戦略を整理する手がかりにしようと考えたのです。\n', '本の内容については、ビジネス書に関しては自分の方がハッキリとイメージできている自信はありました。\n']",['資料はワード書きでした。自分はついパワーポイントやエクセルを使ってしまいますから、このあたりは業界の慣習、紙の文化の延長ということなのでしょう。\n']
