たっつー,ちかすた,うとにこ,じんとこ,からこん,でこちら,すーぱー,うとする,はっきり,かったら,ぷるでこ,からする,じとぴん,うとすい,こんぱく,すること,からすい,からすれ,めたこと,こんとろ,ことぐら,うだから,ぺんたっ
1,1,1,2,1,1,5,2,1,1,1,1,1,1,3,1,2,1,1,4,1,1,1
