カタカタ,ガラガラ,トントン,ギリギリ,バリバリ,ポツポツ,ポチポチ
['\u3000カタカタとキーボードを打ちながら、推敲を執念深く続けていく。『俺と柊は』という箇所を読み上げて、『柊と俺は』の方が良いな、など、細かな文章の前後の入れ替えまで、入念に。\n'],['\u3000１９時だったが、店内はガラガラだった。\n'],['\u3000そこからは、トントン拍子に、イラストレーターは決定した。\n'],"['\u3000凄まじいカット量である。しかも、今回は他の賞のために文字数ギリギリを狙っていたから、スリム化したところからのさらにカットというとになる。各種マイナーチェンジを行いながら、大胆に削っていくことが要求されるだろう。\n', '\u3000それが良いことなのか悪いことなのかはわからないが、出版事情の裏話を限りなくギリギリまで、詳細に描いた作品にはなったと思っている。\n', '\u3000以前の作品、「あなたの未練、お聴きします」は、〆切りギリギリまで引っ張った結果、誤植が多く生まれる結果となってしまった。\n', '\u3000間に合った！\u3000……次こそ、〆切りギリギリにならないように気をつけよう！\n']",['\u3000いじめについては、現在の高校生には少ないと聞いていたが、「スクールカースト」も無くなっている？\u3000私が高校生の時は、両者ともバリバリにあって、社会問題にすらなっていた。\n'],['\u3000しかし、定期連絡はポツポツあるものの、肝心のＧＯサインはなかなか出ない。\n'],"['\u3000作品名をＴｗｉｔｔｅｒに入れてポチポチ。\n', '\u3000作家名をＴｗｉｔｔｅｒに入れてポチポチ。\n']"
