グーグル,キーワー
"['\u3000原稿を見てもらうにあたっては、こちらのわがままを聞いていただき、グーグルドキュメントのコメント機能を利用させていただきました。\n', '\u3000ちなみに、私の場合、これらの編集様とのやりとりは、ほぼすべて、グーグルドキュメントのコメント機能とメールの併用で行いました。\n']","['\u3000その答えは、『小説家になろう』内のキーワード検索。\n', '\u3000その方は、『小説家になろう』をキーワード『司書』で検索し、その中から、レーベルに向きそうな作品をピックアップしてきたとのこと。\n', '\u3000たしかに、キーワードで検索をかければ、どんなに古い作品でも、ポイントが低い作品でも出てきます。\n']"
