ブルブル,ゴシゴシ,ニコニコ,ガクガク,ニヤニヤ
['ゆ「ダメです、それは聞いてはいけない質問ですよ。私たちの存在意義に関わります((((；゜Д゜))))ガクガクブルブル 」\n'],['ゆ「(つд⊂)ゴシゴシ 」\n'],"['\u3000ちなみにWebAPIを公開するかはそのサイトの任意です。すべてのサイトで利用できるわけではありません。WebAPIを公開している有名なサイトだと、Wikipediaがありますね。記事の内容、リンク、カテゴリなんかを取得できます。それ以外にも、NHKや国会図書館、気象庁、NTTドコモ、YouTube、ニコニコ動画、Instragram、Twitterなどなど多くのサイトで利用できます。小説家になろうも公開しています。\n', 'ゆう（以下ゆ）「こんにちは。いつもニコニコあなたのマイページに這いよる本好きの、ゆうです！\u3000今回のスコッパー番外編は会話調で進めていきます。お相手は友人Ａさんでーす」\n', 'ゆ「どうなんでしょうね。あまりいないのかもしれませんね。ニコニコ動画にいた時はいっぱいそういう人いたんですけど」\n']",['ゆ「ダメです、それは聞いてはいけない質問ですよ。私たちの存在意義に関わります((((；゜Д゜))))ガクガクブルブル 」\n'],['\u3000さて、これを｜自《・》｜分《・》｜の《・》｜作《・》｜品《・》｜名《・》｜や《・》｜名《・》｜前《・》にすれば何がわかるんでしょうね？\u3000（・∀・）ニヤニヤ\n']
