ワークラ,キーボー,ワンシー,バリスタ,エンジン,ジーゲー,ゴーグル,ハッカー,クリスタ,ハードボ,アーガー,カンバン,グラウン,キーワー,ハッキリ,コントロ,ピーキャッ,プラグイ,ペットボ,コンピュー,キャッチー,ベンジャー,スクリーン,ピージー
1,4,2,2,3,1,3,2,1,2,1,1,1,4,1,1,1,2,2,1,2,1,1,1
