サクサク,ボロボロ
"['\u3000サクサク食べた。', '\u3000サクサクおいち～。と食べた。']",['\u3000ただ混ぜていて、元々料理が好きな方なので『いやこれ、つなぎになんか入れないとボロボロになってクッキーは無理じゃね？』という思いに駆られ卵を２個追加した。']
