さくさく,そろそろ,べたべた
['\u3000短編の作品でしたら、さくさくっと読めますからね。試してみる価値はあると思いますよ。\n'],"['\u3000さぁ、そろそろ今回のたいとるにまいりましょう。\n', '\u3000そろそろＳＦ的な言葉をれびゅー中に入れよう。\n', '\u3000さて、第３回ですからね、そろそろ実践的なことも書かないと見放されてしまいますよね？\n', '\u3000でも、そろそろねたがない。\n']","['\u3000またまた今回も、れびゅー用にべたべたのてんぷれ置いておきますね。\n', '\u3000ここに、れびゅー用にべたべたのてんぷれ置いておきますね。\n']"
