タッジー,カップリ
['\u3000というか、山口美由紀先生の大傑作『フィーメンニンは謳う』と『タッジー・マッジー』をイメージ構築のために暗記できるぐらいまでに読み込んだ。\n'],['\u3000考えてみれば当然なことで、帝国キャラと同盟キャラのカップリングを成立させる場合、フェザーンで不倫ちっくにさせる以外だと同盟征服後の話になってしまうからだ。\n']
