カーワー,ポカドー,ピンポイ,クラシッ
['\u3000最近の競馬の知識もあった。世間一般におけるサッカーワールドカップぐらいの興味は常に持っていたから、話題に上ればチェックしていた。'],['\u3000逃げた皐月賞馬、二着に入ったエポカドーロの騎手は会心の騎乗だった。三着に入ったコズミックフォースは16番人気の超穴馬。こちらもこれ以外無いという会心の騎乗。勝ったワグネリアンは正直何度見てもたまたまその位置に居ただけという感じで、普段とは違うベターに乗ったら上手く行った、とかそんな印象。そういうたまたまがはまる感じが、運のいい馬が選ばれるダービーらしいとも思った。勿論実力だってあると思っているが。'],['\u3000毎週毎週3連単をピンポイントで狙うバカみたいな買い方だが、「ひゃくまんえ～ん、ひゃくまんえ～ん」とか言いながら仕事上がりにWINSへ行くのは楽しかった。'],"['\u3000まあたぶん、そうした光景は毎年、クラシック三冠レースの前は繰り返されていたのだろうと思う。世間的に言うと夏の甲子園に近い感覚だ。どこそこのアイツが凄い。この高校が凄い。そういう噂とか、実績とか。次々に名乗りを上げていく様は、まるでバトル漫画みたいだった。', '\u3000近年、朝日杯を勝った馬のその後は暗い。だからそれをあげつらって、こいつはここで終わり、クラシックでは用無しといい続けてきたあいつらを実力で黙らせて欲しかった。', '\u3000何故かというと、このタイミングでの怪我はクラシック二冠目、ダービーにまで尾を引くからだ。ダービーに出走する馬に最も適したステップレース、それこそが皐月賞である。']"
