するから,わいよろ,かっぷりん,すいこと,からきゃっ,もそうだ,つーかす,こそうと,ひたすら,からこそ,かったら,よろしく,くすから,しながら,たっじー
1,1,1,1,1,2,1,1,2,1,1,1,1,1,1
