わくわく,どんどん
['楽しい話、悲しい話、わくわくする話、夢中で読ませていただいた話がたくさんあります。'],['そう想像したら、何かを指摘する時も相手がなるべく傷付かないように言葉を選ぶ。読んでいて感動した、というような良い感想はどんどん言葉を連ねようと思う。']
