スレポー,エンジン,キングラ,キャッスル,ハッピー,キングサ,キングタ,カリプス,パーリン,ワーキン,コップス,グーグル,ワードク,コッパー,キーガー,ベントボ,キーワー,ブービー,ビューアー,フンガー,ハッキン,クススク,スカウン,コンピュー,スーパー,ガクブル,ブリスタ
1,2,1,1,3,4,8,1,1,1,1,4,2,45,1,1,256,1,1,1,1,1,4,1,1,1,11
