きりする,うとする,がらんきん,しなかっ,すごくす
['\u3000それがすごくすっきりするから、そこに思考を逃がす。'],['\u3000至るところで執拗に作品を攻撃し、貶めようとする「あんち」の誕生である。'],"['\u3000そして、「自分が面白くないと思う作品がらんきんぐ上位にいることを『不正』と言いたがる人」には特徴があって、それは「面白い作品は誰が読んでも面白い」と思っていること。', '\u3000さてここまで説明すれば分かると思うが、「自分が面白くないと思う作品がらんきんぐ上位にいることを『不正』と言いたがる人」というのも、これとまったく同じ心理の過程をたどっているものと考えられる。']",['\u3000実は僕なんかも、『とある魔術の禁書目録』はいまいち自分の中ではひっとしなかった人だ。'],['\u3000それがすごくすっきりするから、そこに思考を逃がす。']
