ハッキリ,グーグル,ペットボ
['地図の目的は、ハッキリしています。\n'],"['何となく想像はつきますが、念のため「グーグルマップ」を開きます。\n', '少なくとも市販の地図やWeb上の汎用地図（グーグルマップなど）についてはそうです。\n']",['ペットボトル直飲みで、頭ワシワシしながら読んでます！\n']
