もそうだ,がたかっ,うかよろ,ころでぶ,まるとこ,からこそ,はっきり,でれびゅー,つけてく
['\u3000おそらく多くの作者さんもそうだと思います。'],['\u3000賛同してくれる方や異なる意見をぶつけてくれる方もいて本当にありがたかったです。残念ながらふぉろーを外す方もいらっしゃったのが悲しいところですが……まあ、今は置いときましょう。'],['\u3000どうかよろしくお願いいたします。'],['「でもPVが増えたところでぶくまや評価はあまり増えませんよ」？ この意見に関しては論外です。'],['\u3000れびゅーを貰ってもぶくまがつかない、評価が貰えないのは詰まるところ、『その作品に魅力が無かったから』。ただそれだけの事ですよ。今回の事とは何の関係もございません。'],['\u3000だからこそ、あとほんのちょっとだけ、あなた方に努力してもらうことをお願いしたいのです。'],"['\u3000今回の騒動、色んな意見を頂きましたが、一つだけはっきり違うと言えることがあるので言っておきますね。', '\u3000ただ、そういう事もしていないのなら、はっきり言ってれびゅー書く必要ないですよ。おすすめする気のないれびゅーはれびゅーと言えないです。']",['\u3000先日、Twitterの方でれびゅーを連投される方について個人的な意見を申し上げましたところ、多くの方に反応を頂きました。'],['\u3000賛同してくれる方や異なる意見をぶつけてくれる方もいて本当にありがたかったです。残念ながらふぉろーを外す方もいらっしゃったのが悲しいところですが……まあ、今は置いときましょう。']
