くるこん,ことから,わーあっぷ,えんじん,からする,くさぽー,まじでこ,しなかっ
['筆者は二種免所持者の関係上、自動ぶれーきやおーとま、CVTなどは肯定派だが、くるこんですら否定的な人間なので興味が無く、当時は話を聞いて「そうか」といった程度でしか考えていなかった。'],['てすとごとの自動ぶれーきによる走行時の誤差は当然にして走行時の環境がいつも若干異なることから、てすとにおいても微妙な誤差として生じていく。'],['実際にはぷりうすなどの一部おぷしょんで似たようなことが出来るのだが、それを日産は「自動運転」だと言い張っていた。（多少の機能的ぱわーあっぷはあったが、筆者は普通に運転さぽーとだと思ってたが）'],['これを修理するとえんじん関係全部ばらさないといけないんでお金もかかる一方、新車購入なのにそれに対する補償も無いので、「まじでちゃんと試験してんのか？」って思ってる。'],['特にすてっぷわごんが停止できるというのは筆者からすると驚きであるが、少なくともほんだのみにばんも問題なかった。'],['なので、ほんだ車のばいくに乗る者として、最近のどりーむは明らかに他社よりさぽーと能力で劣っているので、大型車でやまはに売り上げが負けただとかいう話も「車の性能じゃなくさぽーと面が充実していないから買い控えされてんだよ」と叫んでいたりする。'],['ねっと上でも個人が実験している映像があるが、状況によっては本当に全く感知できないのでまじでこいつら「欠陥品やろ」ってれべるである。'],"['それ「自動運転ちゃうやろ！」って突っ込みいれたくなるが、そもそもでぃーらーの社員が書類送検された理由は「正確な操作を説明しなかったのに加え、本来使用してはいけない状況で使用した」ということだった。', 'その「正確な操作を説明しなかった」とは、まつだが似たような事故を起こした時のような「あくせるを踏んでも安心」ではなく……', 'それを「めーかーが認めつつもりこーるしなかった」という点。']"
