カーボー,ツンデレ,ピーカー,シックス,プンオタ,ポンコツ,ヌルゲー,ジークン,ブルカッ,パチクリ,クラシッ,ワンツー,ガタンゴトン,ボーカラ,ブンキン,ワーカー,キーピラ,ジャンピン,グラウン,トンピン,ハッキリ,クサクッ,キューブラ,ジャングル,コントロ,ハッキン,トンカチ,ガタンガタ,キンシッ,ズタボロ,アータッ,コンピュー,スーパー,スタシー,ブーメラ,ガクブル,バタフラ,ハードロ
1,4,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,8,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1
