サクサク,ドキドキ,バッサバッサ,ドロドロ
['\u3000ポイントに直結するものですね。私も最近は気に入った作品に出会ったら積極的にするようになりました。お手軽ですしサクサクとやりましょう！\n'],['\u3000内心ドキドキしながら作者様にメールを送ります。\n'],['\u3000早速、手持ちの画像ソフトに放り込み、バッサバッサと切り抜いてからサイズを合わせます。\n'],['血縁問題のドロドロが強めで読者を選ぶかもしれませんが、\n']
