ガリボリ,ドタドン,スカウト,ワナビク,チンピラ,コンクリ,クッキン,チップス,シートン,ピンポー,キラリーン,アプリン,トンカツ,キーワー,ハッキリ,ワンクッ,コントロ,タッパー,ペットボ,ワンクリ,ピンポイ,バンジー,クラスタ
1,1,1,3,1,1,1,2,1,3,1,1,4,15,4,1,1,1,1,1,1,1,1
