ことから,わなかっ,すらいら,ちかばち,するぱた,けばよろ,えんじん,くること,こんすた,さばけた,くらわん,すーつけ,ぱーくす,ぽかしな,するから,どやたら,からがら,するぽり,ばんかー,びゅーする,ぱらしゅー,でこちら,のしふが,じくする,がんばった,じゃんぐる,するとこ,さばくよ,べらぼー,もそうだ,うとしな,りんから,のおすか,もそこそ,しなかっ,ぶらざー,するとろ,めたから,めきしこ,すーぱー,うとする,めりかん,しっくり,かすこと,はたちま,からどん,にこちら,めちゃくちゃ,ばたちま,からぽん,からぱー,はたぶー,からこそ,だらしな,はきちん,こりごり,はっきり,するくら,かったら,ひんでん,からする,でれじゃー,もおくた,うところ,ぐーぐる,ずんぐり,ゆるすぱ,ぎりすや,しながら,りんすた,すること,でんぐでん,うとぐー,えんから,すくする,からすれ,めたこと,こんとろ,するふさ,ことごと,けたくら,すくりーん,ぴんとこ,りんぴっ,ことさら,ころでこ,ぶつかっ,すいから,ぱりふら,わくする,かーびん,ぴんぽい,からちー,わーえん,がたくさ,くすにこ,はたくさ,ぱきすた,ことばか,ぶつかり,まるとこ,がんばり,するふら,のおさら,ちんぎす,するまる,けたかっ,もそうか,ちらから,げーりん,わんばか,からまる,しっかり,すればさ
2,1,1,1,2,1,4,1,1,1,1,1,1,1,3,1,1,1,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,1,1,1,3,3,7,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,9,2,5,6,1,1,1,9,1,1,1,1,4,1,39,1,1,1,1,1,5,5,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,3,2,1,8,1
