くるくん,がたつか,ことすら,もさうじ,たらさら,かすげー,しなかっ,いじけた,たったら,ひたすら,くらしっ,かったら,ぽかどー,しながら,すること,もやする,がやたら,かーわー,ぴんぽい,くりする,どかしく
1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,2,1
