フートン,ドンパチ,メキシコ,エンジン,リーンカー,メリカン,ザーポイ
['胡同（フートン）などの既存の観光地を除外すると、とても観光地といえるような場所は街中にはない。'],['この世界のどこかではこれでドンパチをやって、誰かが明日生きられるかもしれない日を生きられなくなっているわけだ。'],['大昔そういう形で車に乗りながらヒッピーのように放浪するメキシコ人を描く映画があったが、そういうことはもう出来ない。'],['それでも思うのはXRV650が一番バランスが良かったと言ってXRV650に拘り続けた戸井十月さんからしたらNC系列のエンジンで開発中ともっぱら噂のミドル版アフリカツインの方がいいのだろうし、開発中のKTM790アドベンチャーの方を評価すると思っている。'],"['そこにはグリーンカードを求めつつビザを手に入れ労働者登録をして現地で働く者たちへの反感が描かれたものがあるのだが、', 'どちらも現在でもまだグリーンカードなどが入手しやすい国だが、オーストラリアは最近中国人の大量流入によってアジア人に対する目が変わってきている。']",['これまでは銃による乱射事件なんて殆どなく、アメリカンジョーク的に言われるように「自殺者の方がよっぽど多い」といわれるぐらい銃は「あくまでお守り程度」の代物だった。'],"['まず、そのシングルアクションリボルバーは2kgぐらいあるらしいが、レーザーポインターがついている。', 'そのため的のどのあたりを狙っているかわかるようになっているが「この的に常にレーザーポインターを当て続けることが出来ない」（ブレまくり）']"
