ひたすら,くること,うとすれ,ばらくす,まるとこ,たらえん,はきちん,めちゃくちゃ
['\u3000頭ではむりだとわかっているけれど諦めきれない気持ちから増援を励みにただひたすら掘る。'],"['\u3000ここ数年を見ていれば２月あたりに雪が降る本番がやってくることが多いように感じていたこともあり、あぁ、今年は本番が早く来たのだろう。そう推測していた。', '\u3000法人に限らず、物流が止まり地方民の足である車も動かせない状況も多いので、買い物が難しい人も多く出てくることでしょうし、そもそも買う物が揃っていない可能性が高い。']",['\u3000だが向かおうとすれば既にご近所さんが雪かきに悪戦苦闘している姿があるではないか。しかしその雪かきのぺーすは遅い。明らかに量がやばい。'],['\u3000地面が出る程に雪かきをしても、しばらくすると見えていたはずの地面が降り続ける雪により白色へと変化している。'],['\u3000勾配のあるところや段差。風の集まるところ等では余裕で腰なんて埋まる程度には降っている。普通に６０せんちなんか軽く超えてるわもう。'],['\u3000氷柱が落ちてくる時には重い雪も大量に落ちてきそうで、めちゃくちゃ怖い。そして屋根の雪が落ちてきたらえんどれす雪かきになるんじゃないかという恐怖もあり憂鬱が憂鬱を呼ぶ展開真っ最中です。'],['\u3000本番はきちんとやってきた。'],['\u3000氷柱が落ちてくる時には重い雪も大量に落ちてきそうで、めちゃくちゃ怖い。そして屋根の雪が落ちてきたらえんどれす雪かきになるんじゃないかという恐怖もあり憂鬱が憂鬱を呼ぶ展開真っ最中です。']
