ひたすら,ぐーぐる,ちまくり,くること,はたくさ,たっぷり,しながら,がりのそ,はっきり,すること,からうろ,すくする,するとこ,どきしな,がんばり,くるとこ,ぺっとぼ
['ひたすら海岸線をなぞって線をひきます。\n'],"['何となく想像はつきますが、念のため「ぐーぐるまっぷ」を開きます。\n', '少なくとも市販の地図やWeb上の汎用地図（ぐーぐるまっぷなど）についてはそうです。\n']",['\u3000もうね、目からうろこが落ちまくりです！\n'],['いたる所で「史実と違う」という地雷を踏みまくることになるのですよ！\n'],['\u3000展望台の案内板とか観光地のぱんふれっととか、場所によっては街中にも、「絵地図」はたくさんあります。ぐぐれば一発ですし。見ているだけで面白いし、自分で地図を作るならとても参考になります。\n'],"['\u3000もちろん、地図を作るためにまず風景画を、などと言うつもりはありません。それは画家やいらすとれーたーなど「ぷろ」の仕事です。むしろ地図の印やあいこんを小さな小さな絵で描く感じ。手作り感たっぷりの暖かな地図になります。\n', 'さすが専門家、詳しい説明と現地の情報がたっぷりですね。\n']",['ぺっとぼとる直飲みで、頭わしわししながら読んでます！\n'],['\u3000通りすがりのそこのあなた！\n'],['地図の目的は、はっきりしています。\n'],['この段になると、専門の先生をお呼びすることになります。\n'],['\u3000もうね、目からうろこが落ちまくりです！\n'],['この場合、見やすくするためには若干の工夫が必要になりますけれど。\n'],['\u3000白地図には境界線しか描かれていないのですが、拡大や縮小をするとこの線が見づらくなるのです。\n'],['\u3000内心どきどきしながら作者様にめーるを送ります。\n'],['\u3000これは あやゆめ様作「ちびっこ賢者、LV1から異世界でがんばります！」からお借りしたものです。「織田さんちの八男です」の著者のあやゆめ様です。今回は快く使用許可をくださり、ありがとうございました。\n'],['もれなく地図がついてくるところが何よりも素晴らしいです。\n'],['ぺっとぼとる直飲みで、頭わしわししながら読んでます！\n']
