くること,からうろ,するとこ,ひたすら,ちまくり,どきしな,たっぷり,はっきり,くるとこ,ぐーぐる,ぺっとぼ,がりのそ,しながら,すること,すくする,はたくさ,がんばり
1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1
