わなかっ,するぱた,ふらぐだ,ことがさ,ころから,するから,からいじ,けたとこ,いじめら,からくり,しなかっ,うとする,ひたすら,からこそ,はっきり,まること,うところ,すること,くさかっ,どんぶり,すくりーん,わーきん,うだから,もたくさ,ことしな,くだから
1,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,5,1,1,1,4,1,2,1,1
