どしゃばし,しっかり,よろしく,おいしく
['卵とおりーぶおいる、さっきまでの苦労が嘘のようにあっさり混ざる。さすが植物性油脂。しかし、粘りが出ない。酢を入れたら変わるかな、と入れて見たけどしゃばしゃばです。'],['\u3000同様に卵液部分が分離しています。これも卵液をこぼさないよう口に。……こく無し。精製して純粋な分、たんぱく質が除去されているからでしょう。牛脂より味気ない感じです。それでもしっかり主張する脂の後味。私、何やっているんだろう……と後悔が襲ってきました。'],['\u3000はじめましての方はこんにちは。高井うしおです。よろしくお願いします。'],"['\u3000で、今回のお話を書いた訳ですが、書いているうちに疑問がむくむくと……。舞台設定上、植物性油脂が手に入らないことになっています。動物性油脂は常温での喫食には向かないのであんまりおいしくはできないはず。という目論見はあったのですが、本当にそうなのか、と。', '\u3000案外、おいしく出来ちゃったらすとーりーを変えなくてはいけない。そこで私は実際にまよねーずを作ってみることにしました。']"
