つらつら,おいおい
['\u3000小説というのは脳内設定をつらつら書いて晒すものではありません。そういう設定を作るのは自由ですが、「どこを見せるのか」「どう見せるのか」「何を見せるべきか」「何を見せなくていいのか」というところを吟味して文章にするものです。'],['「おいおいえきすとら、こんながきが俺と同じBらんくだって？」']
