すかうと,びゅーする,かりする,かったら,てくるん,しっかり,すること,よろしく,こんくー
"['\u3000二十代三十代の、社会人経験者さんがすかうとされたのなら、基本的には大丈夫だと思います。', '\u3000しかし、学生さんが社会を知らないまますかうとされるということも、ここではありえるのです。']",['\u3000書籍化作家としてでびゅーするなら持っておいたほうがいいものだと思います。'],['\u3000ですが、それは読者様のためにはなりません。それでぽしゃってしまうと、一番がっかりするのは読者様なんです。'],['\u3000もしその人が口がとても軽かったら、事前に情報が出てしまって、書籍化が取りやめになってしまったらどうします？'],['\u3000これは本当です。何枚も何枚も受け取るだけだと、「なんかごめんなさい……」って気分になってくるんです！'],"['\u3000規約にもしっかりと載っているのですが、意外と知れ渡っていないらしいので、ここに記載します。', '\u3000なので、もし活動報告で宣伝を行なう場合は規約をしっかり読み、', '７）名刺・さいんをしっかりと作っておいたほうが気が楽']","['\u3000やはりこれからぷろになる方々に、お節介をすることだと思い、改めて記事を投稿させていただきました。', '\u3000どちらも、あなたの心の負担を大幅に軽減することでしょう。']",['\u3000よろしくお願いしまーす！'],['\u3000様々な賞こんくーるは開催しておりますが、顔合わせの授賞式が行なわれる賞ばかりではありません。']
