さくさく,うんうん,ぼろぼろ
"['\u3000さくさく食べた。', '\u3000さくさくおいち～。と食べた。']",['\u3000出来にうんうんと納得しながら試食。'],['\u3000ただ混ぜていて、元々料理が好きな方なので『いやこれ、つなぎになんか入れないとぼろぼろになってくっきーは無理じゃね？』という思いに駆られ卵を２個追加した。']
