えんじん,くること,かりがく,はっきり,かったら,ぐーぐる,よろしく,しながら,すること,るんから,わないそ,かりきり,きこぴー,しっかり,でこぴー
2,1,1,1,1,1,2,3,4,1,1,1,1,1,1
