ギリギリ
['「更新通知」は上限４００だから、そろそろギリギリになってきたんで、完結済み作品とか、他のカテゴリでも完結済みでもう更新されてないヤツと、あと作者を「お気に入り」に入れてるんで完結済みでも更新されたら表示されるやつを中心に３０ばかり「更新通知」を外して余裕を持たせました。']
