ほかほか,ふらふら,ばくばく,つらつら,うとうと,そろそろ
['\u3000ほかほかの白ご飯に豆腐と玉葱の入った味噌汁。焼いた白身魚とほうれん草の茹でたおかず。随分と質素なめにゅーが机の上に並んだが、そこまで食欲もないことだし、これで俺は満足だ。\n'],"['\u3000俺は急に眠たくなった。頭がふらふらする。頭痛も少しする。\n', '\u3000洗面台まで十歩もかからない。それなのに、うがいをし終えた途端に俺は体がよろけてしまった。どうしたのだろう？\u3000急に目がふらふらしだして、急に体がだるくなる。\n']",['\u3000俺ははっとしてどあの方を見る。「かちっ」という音にただならぬ衝撃を感じた。ゆっくりとどあに近づく。心臓がばくばく鳴る。戸惑いながらも俺はどあのぶをまわした。\n'],['\u3000遠藤龍馬君という子（おそらく小学５年生と思われる。そう記してあったので）は、小学生にして家族や地域の登山さーくるの影響下で登山に励んでいたようだ。日記にはそんな事がつらつらと書かれていた。\n'],"['\u3000うとうとしながらも俺はべっどから離れた壁に設置してある受話器をとった。あれ？\u3000こんなところに電話機なんかあったか？\u3000そんな事を思いつつも、受話器越しに聴こえる女性の声に何となく耳を傾けた。若い女性ではない。それなりに歳を召された婦人の声だ。\n', '\u3000俺はうとうとしながらもさっきまで横になっていたべっどに戻った。\n']","['『あなた大丈夫なの？\u3000制服の準備と水着の準備よ。そろそろ大会になるのだし、しっかりしなさい』\n', '「考えすぎだな。そろそろ寝ようか」\n', '\u3000そろそろ行かなくちゃ。\n']"
