コンキー,ペットボ
['\u3000シートから腰を上げられないでいると、不意に目の前が真っ暗になった。有希子が車内灯を消して、懐中電灯を外に向けたんだ。心強い灯りは私の傍から離れて、有希子に持って行かれてしまう。焦って、もどかしくシートベルトを外して追いかけて。そして車がロックされるがちゃりという音を聞いて、気付く。有希子に嵌められたってこと。車のリモコンキーはにやにや笑う有希子の手の中。この子の気が済まない限り、帰らせてはもらえない。\n'],['\u3000尻込みする私を鼻で笑って、有希子は懐中電灯を車外に向けた。余裕ある言葉通り、確かに光の輪の中にペットボトルや空き缶、お菓子の袋が散乱しているのが見えた。それもまだ新しいもの。肝試しスポットになっているというのは本当らしい。――でも、有希子とふたりきり、それもこんな良い歳になってまで肝試しなんてしたくない。こんなところまで来てゴミを捨てていくような人たちと鉢合わせしたくもないし。\n']
