ぼたぼた,ぴかぴか,そろそろ,ずるずる
"['\u3000ぼたぼた……何かが俺の頭からこぼれている気がする。それは血なのか、それとも脳みそなのか。', '\u3000ぼたぼた。']",['\u3000色とりどりの電球が、電源もないのにぴかぴかと光る。'],['\u3000榊は迷ってはいるようだった。その間にもざざっ……ざざっとのいずがうるさい。この携帯、そろそろ買い換えるべきか。'],"['\u3000榊に、腰を抜かしながら男女がずるずると這い寄ってくる。', '\u3000ぽんっと背中を押されて、俺はずるずると身体を引きずりながら、男の方へ階段を上っていく。']"
