かったっ,すること,わくしな
['「１２００円の５％だから一冊６０円として５００冊しか売れなかったってことか……。'],['\u3000俺はもう”小説家になれるかも”に作品を投稿することはないだろう。'],['わくわくしながら銀行の通帳を記帳する……']
