カリプス,ペットボ,ポカプス,バタフラ,コントロ,カップラ,コンキー,ノーコン,ヒーカッ,サンプル,スーパー,ギョロギョ,カラフル,ワイパー,ブランドバ,コンサー
1,4,6,1,1,1,4,1,1,3,4,1,1,1,2,1
