ちらちら,ぱちぱち,ぼろぼろ,まじまじ,ふわふわ
['\u3000灰色の壁に囲まれた病室。その中央に置かれたべっどの上に彩の姿はあった。栄養液ばっぐの取り付けられた金属の点滴すたんどが手首に伸びている。天井のちらちらと光る蛍光灯を見つめる彼女の姿は、今生きているのが不思議なくらい儚げであった。\n'],['\u3000遠坂はぱちぱちと手を鳴らすが、誰も手を叩こうとしない。嫌悪を含んだ視線を彩へとぶつけていた。\n'],['「私の臓器はぼろぼろで、腐敗しているんだって。だからほら、私の身体、生ごみが腐ったような匂いがするでしょ」\n'],['\u3000安藤はありすをまじまじと見つめる。第四真祖。世界で最も神に近い存在が、嬉しそうにくっきーを口に含んでいる姿を見て、戸惑ってしまう。\n'],['\u3000担任の遠坂が悲しみを含んだ声でそう口にする。彼女は外見のふわふわした雰囲気からも分かる通り、人は皆、善人だと信じている、残念になるほどの博愛主義者であった。彼女は言葉を続ける。\n']
