かったか,たためそ,わなかっ,しなかっ,うところ,からもた,よろしく,だったら,うとしな,からこち,ふさわし
['あの教育を彼女が乗り切れるとは考えられなかったからだ。'],['魔物たちは大量の人の死体、初戦で潰走させた討伐軍の死体に群がり、逃げた兵たちを追い掛け、途中の街を蹂躙して侵攻速度が極端に落ちていたためその距離で戦う事となった。'],['すでに王子から陛下へと婚約解消の話が出ていたようで、まさか謁見の間でこの話が出るとは思わなかったがすんなりと了承された。'],"['当然そのような事を突然言われてすぐできるはずもなく、最初の数ゕ月は泣きはしなかったが王子の婚約者失格の烙印を押され続けた。', '結局辺境軍がやった事は瓦礫の撤去と大量の人と魔物の死体の処理のみで、一度も戦闘をしなかった。']",['「そうですね、この子には特に思うところは。だって私がこうなった後に生まれた子ですから」'],['だが使者からもたらされたのは無常なる返答だった。'],['ただ、魔法を併用しての演技は私の前では二度としない方がよろしくてよ？'],"['父はもちろんそういう人だったし、無くなった母も同じだったらしく、私もそれまでは辺境伯の女として相応しい教育を施されてきた。', '「だったら、なぜ、お前は！」', '「それだったら死んだと一緒でしょ！早く私を解放しなさいよ！」']",['だが小規模な侵攻で戦死した父が頑なにそれを拒み、陛下もそれを認めようとしなかった。'],['「感じるのですよ、ずっと。先ほどからこちらを狙う何かが、もうすぐそばまで」'],['「それでは私が君のしでかした事をお教えしよう、あれくしあ殿。君はえみりあ嬢に対して苦言を超えた暴言、時には暴力も辞さなかったそうではないか。そのような者が王子の婚約者にふさわしいと？」']
