ぎらぎら,ぞくぞく,ほかほか,おずおず,ぶかぶか,ぎりぎり,うじうじ,ごちゃごちゃ,ぱりぱり,そろそろ,こくこく,よろよろ,わいわい,こそこそ,ぼりぼり,さらさら
['\u3000ぎらぎらとした緑の瞳に、とがり始めた細い顎。'],['\u3000背中をぞくぞくさせるような、甘い匂いを思い出す。'],['\u3000がたんと四角い出口から出てきた、ほかほかの肉まんの山を、大切そうに取り分けて、こんびに用の箱に詰めていった。'],['\u3000だけどおずおずとお菓子を手に取り、包装紙を開くると、猛烈な勢いで食べ始める。'],"['\u3000ぶかぶかのぱーかーを着たまま、檻の前に座る。', '\u3000そして僕のぶかぶかの腹を見ると、痛々しげに、だけど少し眩しげ目を細め、すいっちを入れた。']",['\u3000男二人でぎりぎり座れる場所だ。'],['「なんだ。うじうじと反応が悪いな。うちの会長なんて原料貸与の抽選に外れたから、工場の外に自力で取りに行ったぞ」'],['\u3000乱立する電柱と、あんてながごちゃごちゃした青空の下を歩く。'],['「最近の若者は、原料の分からないものしか食べていない。粉にして甘味をぶち込んだだけの菓子ぱん。元の肉が分からないはんばーぐの肉。むしろぱりぱり野菜さらだの外見にまで加工しないと食べれないなどと、嘆かわしい限りではないか」'],['『なんだ。真面目に正座などして。そろそろ私を出す気になったか』'],['\u3000こくこくと頷くしゃろん。'],['\u3000よろよろと足を乱しながら、僕は工場に向かった。'],['\u3000わいわいと、研究会のめんばーが味見をし始める。'],['\u3000こそこそと廊下を歩き始める。'],['\u3000ぼりぼりと奥歯で骨を砕く先輩を横に、呆然と皿を見下ろしたまま動けない。'],['\u3000肩まで切りそろえたさらさらの黒髪。前髪を軽く縛り、後ろに流していた。']
