ペットボ,キログラ,コロンブス,スカウト,トロゲー,ハッピー,ボクサー,カップル,ツートッ,コンクー,キーボー,オークス,ブラコン,ガタンゴトン,クッキー,ヒースク,サンプル,スーパー,ガラクタ,ノコギリ,オートロ,プルトッ,ブラボー,トロベリ,コンサー
1,2,3,4,1,2,2,4,1,11,1,1,1,1,1,1,2,11,5,5,2,1,1,1,2
