バラバラ,ガタガタ
['後日、また服装がバラバラの人間は現れたが、恐れていた報道陣とかいう存在は現れなくなっていった。'],['ガタガタと音を立てながら力づくで閉めようとしていると、足音が近づいて来ていることに気がついた。']
