コントロ,カップル,クッキー,オートロ
"['\u3000そのへんを改めていけばたぶん、コントロールもできるようになる」\n', '\u3000たぶんお母さんは、ある程度は憑き物をコントロールできてたんだと思う。憑き物筋である家は、憑き物とうまくやっていくための特殊な儀式を伝えてることがある。古いオサキ憑きの家では、オサキには家族より先に食べ物を与え、年末年始には酒とごちそうを供えないとならない――とされている。\n']","['\u3000大学生くらいのカップルが入店してくる。この蒸し暑い夕方に、しっかりと手をつないでいた。かれらは山内くんたちの座るテーブルの横に来て腰を下ろした。\n', '\u3000そちらでは大学生カップルがいちゃついている真っ最中だった。指をからめるようにして卓上で手を握りあい、ついばむようなキスを交わしている。男のほうが積極的にスキンシップを行い、女がくすぐったげに笑っている。\n', '\u3000……なぜか紺はカップルと山内くんを交互に見て、じわじわ狼狽を面に浮かべはじめていた。\n', '\u3000横からの声に、山内くんはもういちど隣席のカップルを見る。\n']",['「またここかよー。オレ、駅前のスタバのクッキーフラペチーノがよかったのに」\n'],['\u3000マンションのエントラスのドアは、オートロック式にもかかわらず不用心にも開きっぱなしだった。\n']
