すること,ばっかり,しながら,もこうし,こうから,ずかしく,ついさっ,にこびり,するとこ,うはもた,かりしゃわ,がってく,かったら,むしゃぶり,もそもさ,ことすら,ぱーすか,ことしな,するらん,きゃっする,かったか,がぶつか
1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
