うとする,すること,ぽっかり,うところ,ぎたから,ことだっ,わーふが
['\u3000だが、単なる怪異化生とも言い難い。その行動には明らかに意図があった。村を効率的に焼こうとする思考が透けていた。'],['\u3000からむの半生はそれを打倒することに費やされてきた。'],['\u3000ゆえに、彼女は足元にぽっかりと開いた奈落についぞ気づくことはなかった。'],['\u3000その過程で、からむは賢者の言うところの「法則性(せおりー)」に気づいた。'],['\u3000まだ十を少し過ぎたからむには結婚というものの実感は薄い。姉が家を出ていく寂しさの方が大きいくらいだ。'],['\u3000それは昔々の――ひどく暑い夏の日のことだった。'],['\u3000――どわーふが火に傷つかないことを姉は知っていたのに。']
