ひらひら,くちゃくちゃ,どきどき,はっはっ,けたけた,ぱちぱち,にやにや,そろそろ,ばらばら,どろどろ,うきうき,ばきばき,ふわふわ
"['\u3000それを林田が手をひらひらさせて「大丈夫だよ」とあぴーるする。', '\u3000頭にはひらひらのついた帽子を乗せており、横から綺麗な金髪が見える。']",['\u3000くちゃくちゃくちゃ……'],"['「でもどきどきしますね！私こーゆーのあこがれてました」', '「なんか、どきどきしますね」']","['「「あーっはっはっはっはっは！！！」」', '「「あーっはっはっはっはっは！！！」」']",['\u3000その洋館の地下からずっと可愛らしいけたけた笑いだけが響き続けた。'],['\u3000少し高い天井についている蛍光灯がぱちぱちと点滅を繰り返している。'],"['\u3000だがにやにやしながら心葉が雄一を見ているので、そう返事せざるを得ない。', '\u3000にやにやしながら心葉がかずに話している。']","['「ねぇこまめ？そろそろ僕たちも動かないと……」', '「京野だ。多分そろそろ向こうから戻ってくるんじゃないかな？」', '\u3000時間にしても、そろそろ向かってもいい時間だろう。']","['\u3000雄一達はばらばらに逃げようとした。', '\u3000日付はばらばらに飛んでいるが、重要そうなのが書いてある。']",['\u3000どろどろとした液体となって水へと落ちていく。'],['\u3000まるでぴくにっくを待つかのようにうきうきしている。'],"['\u3000啜る音、咀嚼音、そしてばきばきと何かを砕く音……', '\u3000ばきばき音が聞こえるが、それも次第に落ち着いていく。']",['\u3000服装はふわふわの赤いどれす。']
