ペットボ,バタフラ,コントロ,サングラ,ノードロ,ガタゴト,チョコパフ,ボクサー,キーボー,チリカチ,ヒーカッ,スーパー,プリンクラ,コウモリ,スクトッ,サンドバ,トップス,タッフル
10,1,1,1,6,1,2,1,2,1,1,1,3,1,1,1,1,5
