すっかり,かりだっ,こそがち,すること,ぶすぽっ,うとしな,からわた,ことばっ,はたいそ,めたとこ,はっきり,しながら,さらうと,しゃかだっ,こんがら,べたこと,するくー,くださっ,ぼくのこ,ことから,かったた,くだから,よろしく,ぐりから,いらのそ,さっそく,さっぱり,もそうだ,ことごと,うしたら,しなかっ,ひっそく,からこそ,がっこん,はらから,こそがり,わなかっ,ことはた,がりざー,つけたた,うしてく,きりだっ,ぴーから,くっつけ,うとする,てくすく,だったじ,ことこそ,からねば,かったら,はたてら,けたこと,がりから,だったか,だったら,しなこと,おーくに,ことすら,じめこそ,もごぶり,からする,さんもご,いらのこ,がためら,たためら,うところ,かすこと,かったか,がぶつか
1,1,1,11,1,1,1,2,1,1,1,9,1,1,1,1,1,1,2,4,1,1,1,2,1,1,1,1,3,4,1,1,6,13,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3,2,2,1,3,3,1,1,1,1,2,1,2,1,1,1,2,1,6,1
