バッチリ
['\u3000Sは俺を玄関に置いて、見えない誰かに出迎えられながらドアの向こうに消えて行った。俺はその時点で足が竦んでたんだけど、「もしかしたら見えてないだけで、暗闇の向こうに家族がいるのかな？」って思った。今思えば、そうあってくれって願望でしかなかったけど。まあだから、俺はそろりと靴を脱いで、恐る恐るリビングまで足を運んだんだよね。もちろん、廊下の壁際にあった電気はバッチリつけた。そしたら、パッと、ドアの向こうの部屋の中が明るくなって。半透明な、ガラスの向こうに人影が確かに三つ見えたんだ。俺はホッとしてドアを開いた。']
