ペットボ,ソクサン,ジタバタ,コントロ,カップラ,キーワー,サングラ,スカウト,ハッピー,キーボー,ワイトボ,バックネ,サンプル,パープル,ドロボー,バックス,キロメー,ピーチラ,メタボリ,ケットボ,ブラゴロ,ゴキブリ,コンパク,サンドバ,ドサクサ,バックド,ポップス
3,1,1,2,1,1,3,1,19,1,2,1,3,3,3,1,2,1,1,2,1,2,1,1,1,1,1
