くすくす,ぐりぐり,ぱたぱた,どきどき,そろそろ,ぼろぼろ,ついつい,ゆらゆら,からから
['\u3000そんな僕の言葉に、紅葉はくすくすと笑った。'],['\u3000僕の胸の中で頭をぐりぐりと動かす紅葉は、とても可愛かった。いとおしかった。'],['\u3000汗を吸い込んで重くなったＴしゃつの襟元をぱたぱたと動かしながら、僕は聞く。気づかないうちに大量の汗をかいていた。ちっとも暑さなんて感じていなかったのに。'],"['「どきどきするね！」', '\u3000お化けなんか出なくても、もうこれだけでどきどきしてんだけどなー、とは思ったけれど。口には出さなかった。', '\u3000飛び上がって僕の右腕にぎゅっと抱き着いてきた紅葉にどきどきしながら、僕は左手で水中を指さした。', '「ねぇねぇ、どきどきした？\u3000どきどきした？」', '「ねぇねぇ、どきどきした？\u3000どきどきした？」']",['「僕そろそろ疲れてきたんだけど……」'],['\u3000廃園して何年たってるのか知らないけど、雨風にさらされてすっかりぼろぼろになったじぇっとこーすたーの鉄骨を眺めながら、僕は言う。'],['「あー！\u3000忘れてた！\u3000出欠確認って後でぽっちっとしよーって思うんだけど、ついつい忘れちゃうんだよねぇ……って、違う！\u3000違うよあらた君！」'],['\u3000そう言って僕の手を取り、紅葉はずんずんと進みだした。ちょっと大きめのぽしぇっとが小さい紅葉の体に合わせてゆらゆらと揺れる。'],['\u3000いつの間にか、からからに乾ききった口の中で、必死に舌を動かして、問う。']
