すること,ことだっ,うとしな,にやつか,がしてく,ぐちゃぐち,はっきり,うだから,しながら,はきつい,いらしく,もそうし,がみつい,からこう,からかっ,びかかっ,つけてく,うしたら,ついさっ,きちぎり,ぎらつか,わなかっ,ばらけた,しないが,がってく,うとする,ついたっ,すくめた,ばっちり,するから,ついにや,だったら,ひそめた,めちゃくちゃ,かっぷる,もわから,もたげた,かってく,がらひた,たらこん,がしばら,とっくに,うところ,かったか
2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,1,1,2,1,2,1,1,6,3,1,1,1,1,1,1,1,1
