すること,ことだっ,うようだ,しながら,からこう,からだっ,せこけた,ごしてく,もそうだ,しなかっ,からこそ,わなかっ,ひたすら,うとする,だったか,だったら,もりだっ,がしばら,かったか
1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1
