ことがた,つらだっ,すっかり,がびくっ,ひっぱっ,かりだっ,すること,ことだっ,がつけっ,ころうと,うようだ,はっきり,しながら,たっすか,のびびり,こんがら,たっぱし,もごらん,からこう,かったっ,からだっ,かりする,くさがり,さっそく,そろしく,こうする,さっぱり,がたくさ,ことぐら,うしたら,わないら,しなかっ,へらしな,からこそ,すーぱー,まろくに,わなかっ,しなくちゃ,しないが,さんこそ,ひたすら,わなくちゃ,はたくさ,がってく,うとする,たらしく,しところ,かったら,するから,けたこと,わないが,だったか,がらばた,だったら,しなこと,さんのし,むしゃむし,からぼと,めちゃくちゃ,するくら,もりだっ,かってく,もたくさ,ぶつけた,ゆるおた,さんのこ,がっかり,からぽろ,ついたら,たどうし,かったか
1,1,5,1,1,3,9,7,1,1,1,9,5,1,1,1,1,1,1,1,1,1,1,1,4,1,2,4,2,3,1,3,1,4,1,1,7,1,1,1,2,1,1,1,8,1,1,4,1,1,1,7,1,5,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,8
