すること,ことだっ,しながら,すっきり,しばかり,しなかっ,からこそ,たかひら,しなくちゃ,ことくら,うとする,だったか,ことすら,さんのこ,かったか
2,1,1,1,1,4,3,3,1,1,1,1,1,1,1
