ペットボ,サーカス,トロノー,ハッキリ,マザコン,ヒーメー,コンピュー,クックー,コントロ,ズタボロ,ブラブカ,トップク,カステラ,カップラ,ブルドー,コウサン,ランカラ,キーワー,ホットコ,ガタムシ,サングラ,ランペッ,スッキリ,ドクゼリ,バリムシャ,サラダボ,スカウト,トーキー,バリボリ,カチンコチ,キーパー,ハッピー,ハッスル,チョコパフ,ボクサー,ガラスゴ,カップル,パライソ,コンクー,キーボー,シャッフル,バッチリ,グースカ,パーチク,ケットゲ,ヒーカッ,クラブチ,ドキワク,グラサン,クッキー,コンスタ,グスクー,ワイトボ,カッチリ,タプンタプ,ワイドシ,サンプル,スクラン,スーパー,コンボコ,チリンチリ,サバスタ,シャッキリ,ガラクタ,コンゲー,スクリュー,ピースカ,クスカタ,ランプリ,ドロネチ,オートロ,ウトプッ,コウモリ,プルトッ,スクトッ,ツイスタ,カラフル,カチコチ,パリポリ,プリクラ,グスピー,ランポリ,ドシンドシ,メージト,ズルゲー,ノタウロ,ガサゴソ,ガチャガチ,ミリペッ,タッパー,ワーヘッ,サンキュー,ケットボ,ゴキブリ,ピーチク,コンパク,イラクサ,カサコソ,サンドバ,ゲートボ,トップス,タッフル,トッパー,ムシャムシ,ノータッ,ガクブル,ビシバシ,ドタバタ,ヨレジー
30,5,20,4,3,1,8,1,14,5,1,3,1,8,4,1,1,1,2,2,10,1,5,1,1,2,1,1,1,2,7,8,2,1,1,1,11,1,7,14,5,4,2,1,6,13,1,1,1,1,2,3,4,2,1,1,2,1,11,1,1,1,1,2,3,1,1,1,1,1,1,1,4,1,5,1,5,2,2,1,1,1,1,1,2,1,2,3,1,1,1,2,3,7,2,10,1,1,1,1,1,3,1,1,1,1,1,2,1
