ペットボ,トロノー,ハッキリ,ズルフラ,プラグイ,コントロ,ズタボロ,フルメタ,ドーザー,ウトラン,ブルドー,ランボー,ウジャウジ,サングラ,ガッチリ,フルスイ,ペラグラ,コンキー,ブラウザ,カップル,ザーホロ,ブースタ,ビショビシ,ワイトボ,スクラン,スーパー,フルオー,ガラクタ,ミリオタ,サーチラ,ベトコン,オートロ,パーカッ,ワースラ,ダッフル,メージト,ヘッドバ,ワイパー,ケットボ,ゴキブリ,コンパク,メキシコ,ムズアップ
16,1,4,3,2,5,1,1,2,1,17,1,1,1,1,4,1,1,1,2,1,2,1,5,1,151,3,1,2,2,1,1,2,1,6,1,5,3,1,7,1,2,1
