ペットボ,サーカス,トロノー,ハッキリ,ジタバタ,カップラ,ハッピー,ボクサー,ブラウザ,カップル,カップリ,バキゴク,バッチリ,ヨロシク,ヒーカッ,スーパー,ビューブー,ダッフル,ケットボ
2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
