すること,からひた,うとしな,うだから,けたいが,するなよ,かったっ,もこうし,こうから,がたくさ,くっつけ,しわだら,もわから,ふっくら,かったか
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
