すること,たっくさ,おどけた,ぐちゃぐち,くださっ,くだから,らんどや,いじめら,くにじみ,さんから,へっどく,はらわた,だったら,ことすら,きゃっする,ぱーくに
1,1,7,1,1,1,1,3,1,4,1,1,1,1,10,3
